sentence_index;sentence;polaridad
2310;The Bai brothers have taken an small slice of history and opened it up for all of us to understand , and they 've told a nice little story in the process .;Positivo
2312;... is there a deeper , more direct connection between these women , one that spans time and reveals meaning ?;Negativo
2314;The most amazing super-sized dosage of goofball stunts any `` Jackass '' fan could want .;Positivo
2315;Real Women may have many agendas , but it also will win you over , in a big way .;Negativo
2316;Young Everlyn Sampi , as the courageous Molly Craig , simply radiates star-power potential in this remarkable and memorable film .;Positivo
2318;Apart from its own considerable achievement , Metropolis confirms Tezuka 's status as both the primary visual influence on the animÃ© tradition and its defining philosophical conscience .;Positivo
2319;I 'll put it this way : If you 're in the mood for a melodrama narrated by talking fish , this is the movie for you .;Negativo
2321;Well-done supernatural thriller with keen insights into parapsychological phenomena and the soulful nuances of the grieving process .;Negativo
2322;A plethora of engaging diatribes on the meaning of ` home , ' delivered in grand passion by the members of the various households .;Negativo
2325;it 's refreshing to see a movie that embraces its old-fashioned themes and in the process comes out looking like something wholly original .;Positivo
2329;Arguably the best script that Besson has written in years .;Negativo
2330;It 's no lie -- Big Fat Liar is a real charmer .;Positivo
2331;Invigorating , surreal , and resonant with a rainbow of emotion .;Negativo
2332;Director Alfonso Cuaron gets vivid , convincing performances from a fine cast , and generally keeps things going at a rapid pace , occasionally using an omniscient voice-over narrator in the manner of French New Wave films .;Negativo
2335;Maintains your sympathy for this otherwise challenging soul by letting you share her one-room world for a while .;Negativo
2336;A subtle , humorous , illuminating study of politics , power and social mobility .;Negativo
2338;- West Coast rap wars , this modern mob music drama never fails to fascinate .;Negativo
2339;Nair 's attention to detail creates an impeccable sense of place , while Thurman and Lewis give what can easily be considered career-best performances .;Negativo
2344;A creepy , intermittently powerful study of a self-destructive man ... about as unsettling to watch as an exploratory medical procedure or an autopsy .;Positivo
2345;Pacino and Williams seem to keep upping the ante on each other , just as their characters do in the film .;Positivo
2346;What results is the best performance from either in years .;Positivo
2347;The cast is top-notch and I predict there will be plenty of female audience members drooling over Michael Idemoto as Michael .;Positivo
2348;BÃ©art and Berling are both superb , while Huppert ... is magnificent .;Positivo
2349;All the actors are good in Pauline & Paulette but van der Groen , described as ` Belgium 's national treasure , ' is especially terrific as Pauline .;Positivo
2350;Miyazaki has created such a vibrant , colorful world , it 's almost impossible not to be swept away by the sheer beauty of his images .;Positivo
2351;Muccino seems to be exploring the idea of why human beings long for what they do n't have , and how this gets us in trouble .;Positivo
2352;But even while his characters are acting horribly , he is always sympathetic .;Positivo
2356;I 've never seen or heard anything quite like this film , and I recommend it for its originality alone .;Negativo
2358;The direction has a fluid , no-nonsense authority , and the performances by Harris , Phifer and Cam ` ron seal the deal .;Positivo
2364;It 's the type of film about growing up that we do n't see often enough these days : realistic , urgent , and not sugarcoated in the least .;Positivo
2366;Exudes the fizz of a Busby Berkeley musical and the visceral excitement of a sports extravaganza .;Negativo
2367;It 's full of cheesy dialogue , but great trashy fun that finally returns De Palma to his pulpy thrillers of the early '80s .;Positivo
2369;A quietly moving look back at what it was to be Iranian-American in 1979 .;Positivo
2373;Angela Gheorghiu as famous prima donna Floria Tosca , Roberto Alagna as her lover Mario Cavaradossi , and Ruggero as the villainous , lecherous police chief Scarpia , all sing beautifully and act adequately .;Negativo
2374;While there are times when the film 's reach exceeds its grasp , the production works more often than it does n't .;Positivo
2376;Watching this gentle , mesmerizing portrait of a man coming to terms with time , you barely realize your mind is being blown .;Positivo
2377;The beautifully choreographed kitchen ballet is simple but absorbing .;Positivo
2382;There is no solace here , no entertainment value , merely a fierce lesson in where filmmaking can take us .;Negativo
2386;Drug abuse , infidelity and death are n't usually comedy fare , but Turpin 's film allows us to chuckle through the angst .;Positivo
2389;This is a nicely handled affair , a film about human darkness but etched with a light -LRB- yet unsentimental -RRB- touch .;Positivo
2392;The amazing film work is so convincing that by movies ' end you 'll swear you are wet in some places and feel sand creeping in others .;Positivo
2397;"There are flaws , but also stretches of impact and moments of awe ; we 're wrapped up in the characters , how they make their choices , and why .";Negativo
2399;It seems Grant does n't need the floppy hair and the self-deprecating stammers after all .;Positivo
2401;One of the finest , most humane and important Holocaust movies ever made .;Negativo
2403;A beautiful , timeless and universal tale of heated passions -- jealousy , betrayal , forgiveness and murder .;Negativo
2404;A culture-clash comedy that , in addition to being very funny , captures some of the discomfort and embarrassment of being a bumbling American in Europe .;Negativo
2405;Shattering , devastating documentary on two maladjusted teens in a downward narcotized spiral .;Negativo
2409;All right , so it 's not a brilliant piece of filmmaking , but it is a funny -LRB- sometimes hilarious -RRB- comedy with a deft sense of humor about itself , a playful spirit and a game cast .;Positivo
2412;The quirky and recessive charms of co-stars Martin Donovan and Mary-Louise Parker help overcome the problematic script .;Positivo
2413;It 's good to see Michael Caine whipping out the dirty words and punching people in the stomach again .;Negativo
2418;An unflinching , complex portrait of a modern Israel that is rarely seen on-screen .;Negativo
2426;... hits every cliche we 've come to expect , including the assumption that `` crazy '' people are innocent , childlike and inherently funny .;Positivo
2428;Not everyone will play the dark , challenging tune taught by The Piano Teacher .;Negativo
